Paper,FirstAuthor,Treatment,Group,Trttype,pcbmatch,Age,VaccStatus,Variant,Risk,treat.lag,MaxDaysSincePos,MaxDaysSinceSymp,Day,VLchange,ValueUnits,RangeSize,RangeType,n.virol,DaysRelTo,numevents,numatrisk,VLbase,AveBaseVL,treatment.type,agent,robhigh
OTH05,Rossignol et al. (2022),Nitazoxanide,Nitazoxanide,OTH,Yes,12+,Unvaccinated,WT,Mixed,1.83,,3,4,-0.7,mean change in VL,0.12,SEM GROUP,184,Treatment Start,1,184,6.38,6.36,Small mol,Nitazoxanide,1
OTH05,Rossignol et al. (2022),Nitazoxanide,Nitazoxanide,OTH,Yes,12+,Unvaccinated,WT,Mixed,1.83,,3,10,-2.49,mean change in VL,0.12,SEM GROUP,184,Treatment Start,1,184,6.38,6.36,Small mol,Nitazoxanide,1
OTH07,Mitja et al. (2021),HCQ,Placebo,Placebo,,Adult,Unvaccinated,WT,Mixed,3,,5,1,0.00,mean change in VL,,,157,Treatment Start,11,154,7.83,,Small mol,Placebo,1
OTH07,Mitja et al. (2021),HCQ,Placebo,Placebo,,Adult,Unvaccinated,WT,Mixed,3,,5,3,-1.41,mean change in VL,0.14,SEM GROUP,157,Treatment Start,11,154,7.83,,Small mol,Placebo,1
OTH07,Mitja et al. (2021),HCQ,Placebo,Placebo,,Adult,Unvaccinated,WT,Mixed,3,,5,7,-3.37,mean change in VL,0.18,SEM GROUP,157,Treatment Start,11,154,7.83,,Small mol,Placebo,1
OTH07,Mitja et al. (2021),HCQ,HCQ,OTH,Yes,Adult,Unvaccinated,WT,Mixed,3,,5,1,0.00,mean change in VL,,,136,Treatment Start,8,136,7.99,,Small mol,Hydroxychloroquine,1
OTH07,Mitja et al. (2021),HCQ,HCQ,OTH,Yes,Adult,Unvaccinated,WT,Mixed,3,,5,3,-1.41,mean change in VL,0.15,SEM GROUP,136,Treatment Start,8,136,7.99,,Small mol,Hydroxychloroquine,1
OTH07,Mitja et al. (2021),HCQ,HCQ,OTH,Yes,Adult,Unvaccinated,WT,Mixed,3,,5,7,-3.44,mean change in VL,0.19,SEM GROUP,136,Treatment Start,8,136,7.99,,Small mol,Hydroxychloroquine,1
AV02,Fischer et al. (2022),Molnupiravir,Placebo,Placebo,,Adult,Unvaccinated,WT,Mixed,4.55,4,7,1,0,LS mean change in VL,,,61,Treatment Start,1,62,6.11,,Small mol,Placebo,0
AV02,Fischer et al. (2022),Molnupiravir,Placebo,Placebo,,Adult,Unvaccinated,WT,Mixed,4.55,4,7,3,-0.847,LS mean change in VL,,,61,Treatment Start,1,62,6.11,,Small mol,Placebo,0
AV02,Fischer et al. (2022),Molnupiravir,Placebo,Placebo,,Adult,Unvaccinated,WT,Mixed,4.55,4,7,5,-1.32,LS mean change in VL,,,61,Treatment Start,1,62,6.11,,Small mol,Placebo,0
AV02,Fischer et al. (2022),Molnupiravir,Placebo,Placebo,,Adult,Unvaccinated,WT,Mixed,4.55,4,7,7,-1.952,LS mean change in VL,,,61,Treatment Start,1,62,6.11,,Small mol,Placebo,0
AV02,Fischer et al. (2022),Molnupiravir,Molnupiravir comb dose,AV,Yes,Adult,Unvaccinated,WT,Mixed,4.6,4,7,1,0,LS mean change in VL,,,137,Treatment Start,3,140,6.2,6.16,Small mol,Molnupiravir,0
AV02,Fischer et al. (2022),Molnupiravir,Molnupiravir comb dose,AV,Yes,Adult,Unvaccinated,WT,Mixed,4.6,4,7,3,-0.956642336,LS mean change in VL,0.22,95CI DIFF,137,Treatment Start,3,140,6.2,6.16,Small mol,Molnupiravir,0
AV02,Fischer et al. (2022),Molnupiravir,Molnupiravir comb dose,AV,Yes,Adult,Unvaccinated,WT,Mixed,4.6,4,7,5,-1.75020438,LS mean change in VL,0.25,95CI DIFF,137,Treatment Start,3,140,6.2,6.16,Small mol,Molnupiravir,0
AV02,Fischer et al. (2022),Molnupiravir,Molnupiravir comb dose,AV,Yes,Adult,Unvaccinated,WT,Mixed,4.6,4,7,7,-2.309430657,LS mean change in VL,0.24,95CI DIFF,137,Treatment Start,3,140,6.2,6.16,Small mol,Molnupiravir,0
MAB15,Gupta et al. (2021),Sotrovimab,Placebo,Placebo,,Adult,Unvaccinated,WT,High,3,,5,1,0,mean change in VL,,,105,Treatment Start,21,292,6.83,,mAb,Placebo,1
MAB15,Gupta et al. (2021),Sotrovimab,Placebo,Placebo,,Adult,Unvaccinated,WT,High,3,,5,5,-1.803,mean change in VL,0.15,SEM GROUP,105,Treatment Start,21,292,6.83,,mAb,Placebo,1
MAB15,Gupta et al. (2021),Sotrovimab,Placebo,Placebo,,Adult,Unvaccinated,WT,High,3,,5,8,-2.878,mean change in VL,0.18,SEM GROUP,105,Treatment Start,21,292,6.83,,mAb,Placebo,1
MAB15,Gupta et al. (2021),Sotrovimab,Sotrovimab,MAB,Yes,Adult,Unvaccinated,WT,High,3,,5,1,0,mean change in VL,,,109,Treatment Start,3,291,6.68,,mAb,Sotrovimab,1
MAB15,Gupta et al. (2021),Sotrovimab,Sotrovimab,MAB,Yes,Adult,Unvaccinated,WT,High,3,,5,5,-2.21,mean change in VL,0.16,SEM GROUP,109,Treatment Start,3,291,6.68,,mAb,Sotrovimab,1
MAB15,Gupta et al. (2021),Sotrovimab,Sotrovimab,MAB,Yes,Adult,Unvaccinated,WT,High,3,,5,8,-2.996,mean change in VL,0.17,SEM GROUP,109,Treatment Start,3,291,6.68,,mAb,Sotrovimab,1
MAB03,Weinreich et al. (2021),Regen-Cov,Placebo,Placebo,,Adult,Unvaccinated,WT,High,3,3,7,1,0,LS mean change in VL,,,1333,Treatment Start,62,1341,6.66,,mAb,Placebo,0
MAB03,Weinreich et al. (2021),Regen-Cov,Placebo,Placebo,,Adult,Unvaccinated,WT,High,3,3,7,7,-2.47,LS mean change in VL,,,1333,Treatment Start,62,1341,6.66,,mAb,Placebo,0
MAB03,Weinreich et al. (2021),Regen-Cov,Regen-Cov comb dose,MAB,Yes,Adult,Unvaccinated,WT,High,3,3,7,1,0,LS mean change in VL,,,2712,Treatment Start,38,2716,6.7,6.68,mAb,Regen-Cov,0
MAB03,Weinreich et al. (2021),Regen-Cov,Regen-Cov comb dose,MAB,Yes,Adult,Unvaccinated,WT,High,3,3,7,7,-3.2917,LS mean change in VL,0.0975,95CI DIFF,2712,Treatment Start,38,2716,6.7,6.68,mAb,Regen-Cov,0
MAB16,Bender Ignacio et al. (2023),Tixagevimab + cilgavimab,Placebo,Placebo,,Adult,Unvaccinated,Alpha,Mixed,6,,10,1,0,mean change in VL,,,90,Treatment Start,11,173,4.13,,mAb,Placebo,0
MAB16,Bender Ignacio et al. (2023),Tixagevimab + cilgavimab,Placebo,Placebo,,Adult,Unvaccinated,Alpha,Mixed,6,,10,4,-2.34,mean change in VL,,,90,Treatment Start,11,173,4.13,,mAb,Placebo,0
MAB16,Bender Ignacio et al. (2023),Tixagevimab + cilgavimab,TIX+CIL,MAB,Yes,Adult,Unvaccinated,Alpha,Mixed,6,,10,1,0,mean change in VL,,,91,Treatment Start,4,164,4.89,4.51,mAb,TIX + CIL,0
MAB16,Bender Ignacio et al. (2023),Tixagevimab + cilgavimab,TIX+CIL,MAB,Yes,Adult,Unvaccinated,Alpha,Mixed,6,,10,4,-2.74,mean change in VL,,,91,Treatment Start,4,164,4.89,4.51,mAb,TIX + CIL,0
OTH09,Gharbharan et al. (2023),CP,Placebo,Placebo,,50+,Unvaccinated,Alpha,High,5,,8,1,0,mean change in VL,,,42,Treatment Start,19,209,,,mAb,Placebo,1
OTH09,Gharbharan et al. (2023),CP,Placebo,Placebo,,50+,Unvaccinated,Alpha,High,5,,8,3,-1.27,mean change in VL,0.56,95CI DIFF,42,Treatment Start,19,209,,,mAb,Placebo,1
OTH09,Gharbharan et al. (2023),CP,Placebo,Placebo,,50+,Unvaccinated,Alpha,High,5,,8,7,-3.02,mean change in VL,0.558,95CI DIFF,42,Treatment Start,19,209,,,mAb,Placebo,1
OTH09,Gharbharan et al. (2023),CP,CP,Other,Yes,50+,Unvaccinated,Alpha,High,5,,8,1,0,mean change in VL,,,43,Treatment Start,11,207,,,mAb,CP,1
OTH09,Gharbharan et al. (2023),CP,CP,Other,Yes,50+,Unvaccinated,Alpha,High,5,,8,3,-1.51,mean change in VL,0.621,95CI DIFF,43,Treatment Start,11,207,,,mAb,CP,1
OTH09,Gharbharan et al. (2023),CP,CP,Other,Yes,50+,Unvaccinated,Alpha,High,5,,8,7,-2.94,mean change in VL,0.619,95CI DIFF,43,Treatment Start,11,207,,,mAb,CP,1
MAB17,Kim et al. (2022),Regdanvimab,Regdanvimab,MAB,Yes,Adult,Unvaccinated,Alpha,Mixed,4,,7,1,0,mean change in VL,,,648,Treatment Start,16,656,6.155,6.205,mAb,Regdanvimab,0
MAB17,Kim et al. (2022),Regdanvimab,Regdanvimab,MAB,Yes,Adult,Unvaccinated,Alpha,Mixed,4,,7,3,-1.31,mean change in VL,,,648,Treatment Start,16,656,6.155,6.205,mAb,Regdanvimab,0
MAB17,Kim et al. (2022),Regdanvimab,Regdanvimab,MAB,Yes,Adult,Unvaccinated,Alpha,Mixed,4,,7,7,-2.85,mean change in VL,,,648,Treatment Start,16,656,6.155,6.205,mAb,Regdanvimab,0
MAB17,Kim et al. (2022),Regdanvimab,Regdanvimab,MAB,Yes,Adult,Unvaccinated,Alpha,Mixed,4,,7,10,-3.24,mean change in VL,,,648,Treatment Start,16,656,6.155,6.205,mAb,Regdanvimab,0
MAB17,Kim et al. (2022),Regdanvimab,Placebo,Placebo,,Adult,Unvaccinated,Alpha,Mixed,4,,7,1,0,mean change in VL,,,644,Treatment Start,53,659,6.255,,mAb,Placebo,0
MAB17,Kim et al. (2022),Regdanvimab,Placebo,Placebo,,Adult,Unvaccinated,Alpha,Mixed,4,,7,3,-0.82,mean change in VL,,,644,Treatment Start,53,659,6.255,,mAb,Placebo,0
MAB17,Kim et al. (2022),Regdanvimab,Placebo,Placebo,,Adult,Unvaccinated,Alpha,Mixed,4,,7,7,-2.26,mean change in VL,,,644,Treatment Start,53,659,6.255,,mAb,Placebo,0
MAB17,Kim et al. (2022),Regdanvimab,Placebo,Placebo,,Adult,Unvaccinated,Alpha,Mixed,4,,7,10,-3.09,mean change in VL,,,644,Treatment Start,53,659,6.255,,mAb,Placebo,0
MAB19,Vega et al. (2023),BGB-DXP593,BGB-DXP593,MAB,Yes,Adult,Unvaccinated,WT,Mixed,4.7,,7,1,0,LS mean change in VL,,,124,Treatment Start,2,134,5.01,,mAb,BGB-DXP593,1
MAB19,Vega et al. (2023),BGB-DXP593,BGB-DXP593,MAB,Yes,Adult,Unvaccinated,WT,Mixed,4.7,,7,3,-1.55,LS mean change in VL,0.154,SEM GROUP,124,Treatment Start,2,134,5.01,,mAb,BGB-DXP593,1
MAB19,Vega et al. (2023),BGB-DXP593,BGB-DXP593,MAB,Yes,Adult,Unvaccinated,WT,Mixed,4.7,,7,8,-3.31,LS mean change in VL,0.156,SEM GROUP,124,Treatment Start,2,134,5.01,,mAb,BGB-DXP593,1
MAB19,Vega et al. (2023),BGB-DXP593,Placebo,Placebo,,Adult,Unvaccinated,WT,Mixed,6,,7,1,0,LS mean change in VL,,,46,Treatment Start,2,47,4.74,,mAb,Placebo,1
MAB19,Vega et al. (2023),BGB-DXP593,Placebo,Placebo,,Adult,Unvaccinated,WT,Mixed,6,,7,3,-1.44,LS mean change in VL,0.249,SEM GROUP,46,Treatment Start,2,47,4.74,,mAb,Placebo,1
MAB19,Vega et al. (2023),BGB-DXP593,Placebo,Placebo,,Adult,Unvaccinated,WT,Mixed,6,,7,8,-3.12,LS mean change in VL,0.257,SEM GROUP,46,Treatment Start,2,47,4.74,,mAb,Placebo,1
MAB20,Ison et al. (2023),Adintrevimab,Placebo,Placebo,,12+,Unvaccinated,Delta,High,2.5,,,1,0,LS mean change in VL,,,,Treatment Start,23,167,,,mAb,Placebo,1
MAB20,Ison et al. (2023),Adintrevimab,Placebo,Placebo,,12+,Unvaccinated,Delta,High,2.5,,,3,-0.91,LS mean change in VL,0.197,SEM GROUP,,Treatment Start,23,167,,,mAb,Placebo,1
MAB20,Ison et al. (2023),Adintrevimab,Placebo,Placebo,,12+,Unvaccinated,Delta,High,2.5,,,5,-1.38,LS mean change in VL,0.197,SEM GROUP,,Treatment Start,23,167,,,mAb,Placebo,1
MAB20,Ison et al. (2023),Adintrevimab,Placebo,Placebo,,12+,Unvaccinated,Delta,High,2.5,,,7,-1.79,LS mean change in VL,0.193,SEM GROUP,,Treatment Start,23,167,,,mAb,Placebo,1
MAB20,Ison et al. (2023),Adintrevimab,Placebo,Placebo,,12+,Unvaccinated,Delta,High,2.5,,,11,-3.15,LS mean change in VL,0.197,SEM GROUP,,Treatment Start,23,167,,,mAb,Placebo,1
MAB20,Ison et al. (2023),Adintrevimab,Adintrevimab,MAB,Yes,12+,Unvaccinated,Delta,High,2.5,,,1,0,LS mean change in VL,,,,Treatment Start,8,169,,,mAb,Adintrevimab,1
MAB20,Ison et al. (2023),Adintrevimab,Adintrevimab,MAB,Yes,12+,Unvaccinated,Delta,High,2.5,,,3,-1.35,LS mean change in VL,0.197,SEM GROUP,,Treatment Start,8,169,,,mAb,Adintrevimab,1
MAB20,Ison et al. (2023),Adintrevimab,Adintrevimab,MAB,Yes,12+,Unvaccinated,Delta,High,2.5,,,5,-2.19,LS mean change in VL,0.202,SEM GROUP,,Treatment Start,8,169,,,mAb,Adintrevimab,1
MAB20,Ison et al. (2023),Adintrevimab,Adintrevimab,MAB,Yes,12+,Unvaccinated,Delta,High,2.5,,,7,-2.41,LS mean change in VL,0.197,SEM GROUP,,Treatment Start,8,169,,,mAb,Adintrevimab,1
MAB20,Ison et al. (2023),Adintrevimab,Adintrevimab,MAB,Yes,12+,Unvaccinated,Delta,High,2.5,,,11,-3.49,LS mean change in VL,0.197,SEM GROUP,,Treatment Start,8,169,,,mAb,Adintrevimab,1
